head position, look position, look item name
(-6.56, 1.74, 8.35), (-6.12, 1.64, 8.96), Info Panel
(-6.57, 1.74, 8.35), (-6.13, 1.63, 8.96), Info Panel
(-6.57, 1.74, 8.36), (-6.11, 1.64, 8.94), Info Panel
(-6.57, 1.74, 8.36), (-6.10, 1.65, 8.94), Info Panel
(-6.57, 1.74, 8.36), (-6.11, 1.65, 8.95), Info Panel
(-6.58, 1.75, 8.36), (-6.16, 1.70, 9.01), Info Panel
(-6.58, 1.75, 8.36), (-6.14, 1.68, 8.99), Info Panel
(-6.57, 1.75, 8.35), (-6.13, 1.67, 8.97), Info Panel
(-6.57, 1.74, 8.37), (-6.06, 1.65, 8.90), Info Panel
(-6.56, 1.72, 8.37), (-6.10, 1.59, 8.92), Info Panel
(-6.56, 1.73, 8.36), (-6.09, 1.59, 8.92), Info Panel
(-6.56, 1.75, 8.36), (-6.16, 1.73, 9.02), Info Panel
(-6.51, 1.74, 8.37), (-6.02, 1.72, 8.88), Info Panel
(-6.53, 1.76, 8.36), (-6.05, 1.75, 8.92), Info Panel
(-6.54, 1.75, 8.38), (-6.12, 1.72, 8.97), Info Panel
(-6.54, 1.74, 8.40), (-6.10, 1.69, 8.95), Info Panel
(-6.52, 1.75, 8.38), (-5.97, 1.68, 8.83), Info Panel
(-6.51, 1.72, 8.21), (-5.48, 1.36, 7.55), Model ship
(-6.51, 1.71, 8.20), (-5.61, 1.36, 7.61), Model ship
(-6.50, 1.71, 8.22), (-5.64, 1.36, 7.93), Model ship
(-6.62, 1.67, 8.37), (-6.44, 0.79, 9.74), left wall
(-6.65, 1.67, 8.36), (-6.66, 0.81, 9.74), left wall
(-6.64, 1.67, 8.37), (-6.62, 0.80, 9.74), left wall
(-6.59, 1.74, 8.36), (-6.21, 1.65, 9.06), Info Panel
(-6.58, 1.76, 8.34), (-6.04, 1.75, 8.91), Info Panel
(-6.60, 1.75, 8.35), (-6.10, 1.74, 8.97), Info Panel
(-6.59, 1.75, 8.36), (-6.06, 1.71, 8.92), Info Panel
(-6.60, 1.75, 8.37), (-6.12, 1.74, 8.99), Info Panel
(-6.59, 1.75, 8.37), (-6.10, 1.73, 8.97), Info Panel
(-6.58, 1.76, 8.36), (-6.08, 1.78, 8.95), Info Panel
(-6.58, 1.77, 8.35), (-6.05, 1.85, 8.95), Info Panel
(-6.58, 1.76, 8.36), (-6.10, 1.81, 8.99), Info Panel
(-6.57, 1.77, 8.34), (-6.05, 1.85, 8.95), Info Panel
(-6.58, 1.75, 8.36), (-6.13, 1.73, 9.00), Info Panel
(-6.58, 1.75, 8.36), (-6.16, 1.73, 9.02), Info Panel
(-6.57, 1.76, 8.35), (-6.11, 1.79, 8.97), Web Browser
(-6.56, 1.76, 8.34), (-6.08, 1.76, 8.93), Web Browser
(-6.57, 1.76, 8.34), (-6.08, 1.76, 8.94), Web Browser
(-6.57, 1.75, 8.35), (-6.13, 1.68, 8.96), Web Browser
(-6.56, 1.74, 8.35), (-6.12, 1.67, 8.95), Web Browser
(-6.56, 1.74, 8.35), (-6.11, 1.67, 8.94), Web Browser
(-6.55, 1.75, 8.35), (-6.05, 1.72, 8.90), Web Browser
(-6.55, 1.77, 8.34), (-5.91, 1.86, 8.79), Web Browser
(-6.56, 1.74, 8.34), (-5.91, 1.68, 8.77), Info Panel
(-6.59, 1.77, 8.34), (-6.01, 1.88, 8.92), Info Panel
(-6.58, 1.77, 8.34), (-5.09, 1.91, 9.74), left wall
(-6.57, 1.70, 8.37), (-5.53, 0.99, 9.74), left wall
(-6.58, 1.68, 8.38), (-5.88, 0.78, 9.74), left wall
(-6.59, 1.67, 8.37), (-5.92, 0.66, 9.74), left wall
(-6.67, 1.65, 8.50), (-6.08, 0.50, 9.74), left wall
(-6.69, 1.64, 8.56), (-6.19, 0.42, 9.74), left wall
(-6.68, 1.63, 8.63), (-6.06, 0.35, 9.74), left wall
(-6.69, 1.71, 8.61), (-5.65, 1.25, 9.74), left wall
(-6.68, 1.76, 8.57), (-6.50, 1.78, 8.71), Keel
(-6.64, 1.73, 8.48), (-6.14, 1.65, 8.43), Keel
(-6.64, 1.71, 8.42), (-5.64, 1.35, 7.80), Model ship
(-6.63, 1.71, 8.42), (-5.64, 1.35, 7.88), Model ship
(-6.62, 1.71, 8.42), (-5.64, 1.36, 7.87), Model ship
(-6.61, 1.71, 8.42), (-5.64, 1.34, 7.83), Model ship
(-6.60, 1.70, 8.41), (-5.64, 1.30, 7.85), Model ship
(-6.59, 1.70, 8.48), (-3.61, 0.59, 8.75), Front wall
(-6.61, 1.68, 8.54), (-4.75, 0.47, 9.74), left wall
(-6.62, 1.68, 8.54), (-4.96, 0.58, 9.74), left wall
(-6.62, 1.69, 8.53), (-4.80, 0.67, 9.74), left wall
(-6.62, 1.72, 8.52), (-6.06, 1.53, 8.84), Info Panel
(-6.64, 1.77, 8.51), (-6.04, 1.83, 8.95), Info Panel
(-6.64, 1.77, 8.50), (-6.02, 1.86, 8.94), Info Panel
(-6.63, 1.77, 8.50), (-6.03, 1.85, 8.94), Info Panel
(-6.63, 1.73, 8.52), (-6.09, 1.63, 8.94), Info Panel
(-6.62, 1.73, 8.52), (-6.08, 1.58, 8.91), Info Panel
(-6.62, 1.77, 8.51), (-6.01, 1.82, 8.90), Info Panel
(-6.63, 1.77, 8.50), (-5.96, 1.87, 8.86), Info Panel
(-6.62, 1.77, 8.50), (-4.09, 1.99, 9.74), left wall
(-6.60, 1.69, 8.54), (-4.95, 0.63, 9.74), left wall
(-6.36, 1.66, 8.62), (-4.53, 0.00, 9.74), Ground
(-6.34, 1.67, 8.59), (-3.59, 0.00, 9.01), Ground
(-6.26, 1.68, 8.33), (-5.64, 1.32, 8.24), Model ship
(-6.26, 1.68, 8.33), (-5.64, 1.32, 8.28), Model ship
(-6.43, 1.68, 8.32), (-5.64, 1.26, 8.26), Model ship
(-6.59, 1.70, 8.32), (-5.64, 1.36, 8.12), Model ship
(-6.61, 1.70, 8.38), (-3.61, 0.29, 9.68), Front wall
(-6.64, 1.70, 8.41), (-4.91, 0.87, 9.74), left wall
(-6.64, 1.72, 8.41), (-4.78, 1.07, 9.74), left wall
(-6.65, 1.75, 8.40), (-5.97, 1.75, 8.85), Info Panel
(-6.65, 1.77, 8.39), (-5.98, 1.85, 8.87), Info Panel
(-6.66, 1.77, 8.38), (-5.95, 1.87, 8.85), Info Panel
(-6.65, 1.76, 8.39), (-5.98, 1.80, 8.86), Info Panel
(-6.66, 1.76, 8.39), (-6.01, 1.78, 8.89), Info Panel
(-6.66, 1.74, 8.40), (-6.07, 1.66, 8.92), Info Panel
(-6.66, 1.74, 8.39), (-6.07, 1.62, 8.91), Info Panel
(-6.67, 1.76, 8.40), (-6.08, 1.79, 8.98), Info Panel
(-6.69, 1.76, 8.40), (-6.14, 1.80, 9.05), Info Panel
(-6.68, 1.76, 8.40), (-6.13, 1.79, 9.03), Info Panel
(-6.67, 1.75, 8.40), (-6.11, 1.75, 9.00), Info Panel
(-6.65, 1.74, 8.39), (-6.06, 1.66, 8.91), Info Panel
(-6.63, 1.72, 8.40), (-6.04, 1.59, 8.87), Info Panel
(-6.61, 1.72, 8.39), (-6.00, 1.56, 8.81), Info Panel
(-6.64, 1.73, 8.42), (-6.17, 1.64, 9.03), Info Panel
(-6.63, 1.75, 8.39), (-6.07, 1.76, 8.96), Info Panel
(-6.63, 1.74, 8.41), (-6.08, 1.70, 8.95), Info Panel
(-6.62, 1.71, 8.37), (-6.10, 1.47, 8.89), Info Panel
(-6.63, 1.71, 8.37), (-6.14, 1.39, 8.93), Info Panel
(-6.64, 1.73, 8.42), (-6.07, 1.57, 8.89), Info Panel
(-6.65, 1.72, 8.49), (-6.07, 1.55, 8.89), Info Panel
(-6.62, 1.71, 8.45), (-6.09, 1.46, 8.90), Info Panel
(-6.46, 1.68, 8.46), (-6.09, 1.35, 8.86), Info Panel
(-6.43, 1.68, 8.51), (-6.09, 1.39, 8.88), Info Panel
(-6.46, 1.72, 8.49), (-6.02, 1.52, 8.89), Info Panel
(-6.49, 1.77, 8.46), (-5.96, 1.80, 8.81), Info Panel
(-6.49, 1.77, 8.46), (-5.93, 1.83, 8.81), Info Panel
(-6.47, 1.77, 8.44), (-5.91, 1.80, 8.72), Info Panel
(-6.46, 1.78, 8.43), (-5.94, 1.89, 8.68), Info Panel
(-6.45, 1.74, 8.46), (-4.71, 1.45, 9.74), left wall
(-6.45, 1.74, 8.46), (-4.67, 1.37, 9.74), left wall
(-6.44, 1.75, 8.46), (-5.92, 1.72, 8.76), Info Panel
(-6.50, 1.82, 8.42), (-5.97, 2.20, 8.54), Info Panel
(-6.51, 1.82, 8.42), (-5.94, 2.19, 8.52), Info Panel
(-6.48, 1.72, 8.47), (-5.99, 1.60, 8.68), Stem
(-6.46, 1.70, 8.47), (-3.61, 0.53, 9.43), Front wall
(-6.36, 1.71, 8.31), (-5.70, 1.46, 8.37), Stem
(-6.33, 1.71, 8.30), (-5.25, 1.36, 8.37), Model ship
(-6.33, 1.71, 8.30), (-5.31, 1.36, 8.41), Model ship
(-6.57, 1.72, 8.27), (-5.35, 1.36, 8.37), Model ship
(-6.57, 1.72, 8.26), (-5.36, 1.36, 8.37), Model ship
(-6.58, 1.72, 8.19), (-5.27, 1.36, 7.68), Model ship
(-6.63, 1.72, 8.12), (-5.51, 1.36, 6.53), Model ship
(-6.59, 1.71, 8.17), (-5.42, 1.36, 7.64), Model ship
(-6.60, 1.69, 8.31), (-4.86, 0.62, 9.74), left wall
(-6.54, 1.69, 8.49), (-5.00, 0.65, 9.74), left wall
(-6.40, 1.67, 8.55), (-4.11, 0.07, 9.74), left wall
(-6.12, 1.68, 8.09), (-5.55, 1.36, 8.16), Model ship
(-6.09, 1.68, 8.05), (-5.54, 1.36, 8.16), Model ship
(-6.07, 1.68, 8.06), (-5.52, 1.36, 8.18), Model ship
(-6.06, 1.68, 8.06), (-5.53, 1.36, 8.19), Model ship
(-6.07, 1.68, 8.05), (-5.53, 1.36, 8.18), Model ship
(-6.07, 1.68, 8.04), (-5.54, 1.36, 8.14), Model ship
(-6.32, 1.69, 8.09), (-3.61, 0.23, 9.53), Front wall
(-6.56, 1.70, 8.34), (-5.03, 0.80, 9.74), left wall
(-6.56, 1.70, 8.34), (-4.95, 0.80, 9.74), left wall
(-6.55, 1.72, 8.31), (-4.03, 0.94, 9.74), left wall
(-6.54, 1.67, 8.31), (-6.01, 1.30, 8.57), Info Panel
(-6.53, 1.67, 8.32), (-6.04, 1.28, 8.61), Info Panel
(-6.54, 1.67, 8.32), (-6.03, 1.27, 8.57), Info Panel
(-6.54, 1.68, 8.32), (-5.99, 1.32, 8.61), Info Panel
(-6.55, 1.66, 8.32), (-6.05, 1.25, 8.59), Info Panel
(-6.56, 1.67, 8.33), (-6.08, 1.25, 8.67), Info Panel
(-6.55, 1.66, 8.30), (-6.03, 1.23, 8.46), Info Panel
(-6.54, 1.67, 8.30), (-5.99, 1.26, 8.43), Info Panel
(-6.55, 1.69, 8.34), (-5.93, 1.38, 8.60), Info Panel
(-6.55, 1.67, 8.36), (-5.97, 1.33, 8.57), Info Panel
(-6.54, 1.68, 8.29), (-6.00, 1.31, 8.58), Info Panel
(-6.55, 1.68, 8.27), (-6.00, 1.30, 8.57), Info Panel
(-6.57, 1.69, 8.37), (-6.02, 1.33, 8.72), Info Panel
(-6.56, 1.69, 8.38), (-6.00, 1.33, 8.72), Info Panel
(-6.55, 1.68, 8.35), (-5.99, 1.31, 8.58), Info Panel
(-6.54, 1.70, 8.34), (-5.87, 1.41, 8.54), Info Panel
(-6.54, 1.69, 8.34), (-5.94, 1.34, 8.54), Info Panel
(-6.53, 1.67, 8.35), (-6.02, 1.27, 8.54), Info Panel
(-6.53, 1.67, 8.35), (-6.02, 1.27, 8.55), Info Panel
(-6.53, 1.67, 8.35), (-5.99, 1.29, 8.54), Info Panel
(-6.53, 1.71, 8.32), (-5.59, 1.36, 8.39), Model ship
(-6.53, 1.71, 8.32), (-3.61, 0.62, 8.78), Front wall
(-6.55, 1.70, 8.33), (-3.61, 0.42, 9.17), Front wall
(-6.39, 1.67, 8.55), (-4.53, 0.12, 9.74), left wall
(-6.34, 1.67, 8.41), (-5.64, 1.24, 8.40), Model ship
(-6.11, 1.68, 7.93), (-5.57, 1.36, 8.03), Model ship
(-6.04, 1.67, 7.84), (-5.56, 1.36, 7.96), Model ship
(-6.04, 1.67, 7.81), (-5.62, 1.36, 7.90), Model ship
(-6.04, 1.67, 7.80), (-5.59, 1.36, 7.83), Model ship
(-6.22, 1.67, 7.79), (-5.64, 1.31, 7.83), Model ship
(-6.50, 1.70, 8.00), (-5.64, 1.30, 8.23), Model ship
(-6.46, 1.68, 8.42), (-4.71, 0.33, 9.74), left wall
(-6.44, 1.67, 8.40), (-4.21, 0.00, 9.69), Ground
(-6.12, 1.67, 7.98), (-5.62, 1.36, 8.06), Model ship
(-5.90, 1.66, 7.61), (-5.51, 1.36, 7.69), Model ship
(-5.96, 1.66, 7.51), (-5.57, 1.36, 7.57), Model ship
(-6.16, 1.67, 7.46), (-5.63, 1.36, 7.41), Model ship
(-6.59, 1.74, 7.46), (-3.61, 1.42, 7.31), Front wall
(-6.65, 1.74, 7.50), (-3.61, 1.67, 7.20), Front wall
(-6.66, 1.70, 7.55), (-5.64, 1.32, 7.54), Model ship
(-6.67, 1.70, 7.54), (-5.64, 1.33, 7.50), Model ship
(-6.70, 1.70, 7.47), (-5.64, 1.28, 6.68), Model ship
(-6.70, 1.71, 7.48), (-5.52, 1.36, 6.60), Model ship
(-6.68, 1.70, 7.56), (-5.57, 1.36, 7.65), Model ship
(-6.68, 1.69, 7.53), (-5.64, 1.33, 7.65), Model ship
(-6.69, 1.71, 7.60), (-5.49, 1.36, 8.08), Model ship
(-6.66, 1.69, 7.45), (-5.64, 1.34, 7.77), Model ship
(-6.63, 1.71, 7.32), (-5.60, 1.36, 7.23), Model ship
(-6.64, 1.71, 7.40), (-5.47, 1.36, 7.17), Model ship
(-6.63, 1.69, 7.44), (-5.62, 1.36, 7.60), Model ship
(-6.61, 1.70, 7.29), (-5.64, 1.35, 7.13), Model ship
(-6.63, 1.69, 7.42), (-5.64, 1.34, 7.46), Model ship
(-6.63, 1.70, 7.46), (-5.63, 1.36, 7.60), Model ship
(-6.60, 1.71, 7.31), (-5.57, 1.36, 7.22), Model ship
(-6.59, 1.69, 7.38), (-5.64, 1.34, 7.29), Model ship
(-6.60, 1.70, 7.47), (-5.55, 1.36, 7.67), Model ship
(-6.61, 1.71, 7.35), (-5.45, 1.36, 7.52), Model ship
(-6.61, 1.70, 7.32), (-5.64, 1.36, 7.19), Model ship
(-6.63, 1.71, 7.46), (-5.38, 1.36, 7.46), Model ship
(-6.65, 1.70, 7.47), (-5.50, 1.36, 7.75), Model ship
(-6.65, 1.68, 7.36), (-5.64, 1.11, 7.53), Model ship
(-6.65, 1.67, 7.39), (-5.64, 0.98, 7.56), Model ship
(-6.65, 1.72, 7.40), (-5.21, 1.36, 7.56), Model ship
(-6.66, 1.72, 7.40), (-5.01, 1.36, 7.54), Model ship
(-6.66, 1.72, 7.41), (-5.17, 1.36, 7.77), Model ship
(-6.67, 1.72, 7.39), (-5.08, 1.36, 7.52), Model ship
(-6.67, 1.72, 7.39), (-4.99, 1.36, 7.55), Model ship
(-6.67, 1.72, 7.39), (-5.05, 1.36, 7.51), Model ship
(-6.68, 1.72, 7.39), (-5.03, 1.36, 7.55), Model ship
(-6.68, 1.72, 7.39), (-3.61, 1.08, 7.66), Front wall
(-6.67, 1.72, 7.39), (-5.08, 1.36, 7.49), Model ship
(-6.67, 1.72, 7.39), (-5.08, 1.36, 7.49), Model ship
(-6.68, 1.72, 7.39), (-5.15, 1.36, 7.46), Model ship
(-6.68, 1.72, 7.39), (-5.23, 1.36, 7.43), Model ship
(-6.68, 1.72, 7.39), (-5.13, 1.36, 7.48), Model ship
(-6.68, 1.72, 7.39), (-3.61, 1.09, 7.54), Front wall
(-6.67, 1.72, 7.39), (-3.61, 1.09, 7.49), Front wall
(-6.67, 1.72, 7.39), (-4.95, 1.36, 7.46), Model ship
(-6.68, 1.72, 7.39), (-3.61, 1.14, 7.51), Front wall
(-6.68, 1.72, 7.39), (-5.01, 1.36, 7.45), Model ship
(-6.68, 1.72, 7.39), (-5.09, 1.36, 7.45), Model ship
(-6.68, 1.71, 7.39), (-5.23, 1.36, 7.42), Model ship
(-6.68, 1.71, 7.39), (-5.27, 1.36, 7.42), Model ship
(-6.68, 1.72, 7.39), (-5.17, 1.36, 7.44), Model ship
(-6.68, 1.72, 7.39), (-5.14, 1.36, 7.44), Model ship
(-6.68, 1.72, 7.39), (-5.04, 1.36, 7.41), Model ship
(-6.68, 1.71, 7.38), (-5.26, 1.36, 7.33), Model ship
(-6.69, 1.72, 7.38), (-5.24, 1.36, 7.36), Model ship
(-6.69, 1.72, 7.39), (-5.23, 1.36, 7.38), Model ship
(-6.69, 1.71, 7.38), (-5.28, 1.36, 7.38), Model ship
(-6.69, 1.71, 7.38), (-5.28, 1.36, 7.39), Model ship
(-6.69, 1.72, 7.38), (-5.22, 1.36, 7.36), Model ship
(-6.69, 1.72, 7.38), (-5.22, 1.36, 7.36), Model ship
(-6.69, 1.72, 7.38), (-5.25, 1.36, 7.35), Model ship
(-6.69, 1.72, 7.38), (-5.22, 1.36, 7.36), Model ship
(-6.69, 1.72, 7.38), (-5.13, 1.36, 7.33), Model ship
(-6.69, 1.72, 7.38), (-5.03, 1.36, 7.30), Model ship
(-6.69, 1.72, 7.38), (-3.61, 1.09, 7.19), Front wall
(-6.68, 1.72, 7.38), (-5.00, 1.36, 7.30), Model ship
(-6.68, 1.72, 7.37), (-3.61, 1.10, 7.15), Front wall
(-6.67, 1.73, 7.37), (-3.61, 1.22, 7.16), Front wall
(-6.68, 1.72, 7.44), (-5.24, 1.36, 8.21), Model ship
(-6.70, 1.72, 7.47), (-4.70, 1.06, 9.74), left wall
(-6.72, 1.73, 7.44), (-5.45, 1.31, 9.74), left wall
(-6.64, 1.73, 7.81), (-5.24, 1.30, 9.74), left wall
(-6.56, 1.70, 8.29), (-5.40, 1.02, 9.74), left wall
(-6.42, 1.68, 8.51), (-5.19, 0.74, 9.74), left wall
(-6.37, 1.68, 8.58), (-4.87, 0.58, 9.74), left wall
(-6.38, 1.77, 8.47), (-3.61, 2.10, 7.91), Front wall
(-6.40, 1.76, 8.45), (-6.20, 1.78, 8.40), Ribs01-19
(-6.32, 1.69, 8.41), (-5.58, 1.36, 8.30), Model ship
(-5.97, 1.67, 8.15), (-5.44, 1.36, 8.06), Model ship
(-5.97, 1.68, 7.62), (-5.54, 1.36, 7.11), Model ship
(-6.00, 1.69, 7.18), (-5.43, 1.36, 6.57), Model ship
(-5.89, 1.68, 6.78), (-5.37, 1.36, 6.38), Model ship
(-5.86, 1.67, 6.77), (-5.39, 1.36, 6.46), Model ship
(-5.88, 1.68, 6.78), (-5.39, 1.36, 6.44), Model ship
(-5.88, 1.68, 6.87), (-5.22, 1.36, 6.82), Model ship
(-5.90, 1.66, 6.90), (-5.43, 1.36, 6.98), Model ship
(-5.82, 1.62, 6.77), (-5.49, 1.36, 6.68), Model ship
(-5.75, 1.58, 6.79), (-5.46, 1.36, 6.73), Model ship
(-5.75, 1.57, 6.86), (-5.50, 1.36, 6.84), Model ship
(-5.79, 1.59, 6.93), (-5.57, 1.36, 7.06), Model ship
(-5.79, 1.60, 6.92), (-5.58, 1.36, 7.09), Model ship
(-5.74, 1.59, 6.89), (-5.55, 1.36, 7.03), Model ship
(-5.71, 1.59, 7.02), (-5.54, 1.36, 7.17), Model ship
(-5.59, 1.58, 7.20), (-5.44, 1.36, 7.26), Model ship
(-5.58, 1.57, 7.42), (-5.44, 1.36, 7.42), Model ship
(-5.54, 1.58, 7.61), (-5.39, 1.36, 7.58), Model ship
(-5.60, 1.59, 7.84), (-5.43, 1.36, 7.79), Model ship
(-5.64, 1.62, 7.94), (-5.40, 1.36, 7.84), Model ship
(-5.67, 1.63, 7.94), (-5.40, 1.36, 7.83), Model ship
(-5.70, 1.64, 8.01), (-5.40, 1.36, 8.01), Model ship
(-5.68, 1.63, 8.00), (-5.40, 1.36, 8.02), Model ship
(-5.68, 1.63, 8.00), (-5.40, 1.36, 8.02), Model ship
(-5.68, 1.63, 8.02), (-5.40, 1.36, 8.06), Model ship
(-5.68, 1.64, 8.04), (-5.38, 1.36, 8.15), Model ship
(-5.84, 1.67, 7.91), (-5.33, 1.36, 7.74), Model ship
(-6.43, 1.75, 7.67), (-5.70, 1.82, 4.96), Right wall
(-6.52, 1.76, 7.70), (-6.31, 2.11, 4.96), Right wall
(-6.52, 1.76, 7.71), (-6.20, 2.11, 4.96), Right wall
(-6.53, 1.76, 7.71), (-5.99, 1.97, 4.96), Right wall
(-6.52, 1.75, 7.71), (-5.67, 1.82, 4.96), Right wall
(-6.43, 1.68, 7.75), (-5.31, 0.99, 6.90), Model ship
(-6.27, 1.63, 7.65), (-5.64, 0.99, 7.58), Model ship
(-6.16, 1.62, 7.69), (-5.55, 0.99, 7.80), Model ship
(-6.59, 1.68, 8.14), (-6.08, 1.20, 8.77), Keelson
(-6.53, 1.68, 8.50), (-4.77, 0.57, 9.74), left wall
(-6.43, 1.66, 8.40), (-4.19, 0.00, 9.29), Ground
(-6.17, 1.63, 7.93), (-5.51, 0.99, 7.87), Model ship
(-5.92, 1.60, 7.51), (-5.42, 0.99, 7.51), Model ship
(-5.84, 1.59, 7.45), (-5.44, 0.99, 7.48), Model ship
(-5.85, 1.59, 7.44), (-5.43, 0.99, 7.43), Model ship
(-5.85, 1.59, 7.44), (-5.43, 0.99, 7.44), Model ship
(-5.85, 1.59, 7.44), (-5.43, 0.99, 7.44), Model ship
(-6.01, 1.64, 7.94), (-5.37, 0.99, 8.34), Model ship
(-6.43, 1.68, 8.42), (-5.74, 0.91, 9.74), left wall
(-6.45, 1.66, 8.57), (-4.93, 0.37, 9.74), left wall
(-6.13, 1.63, 8.32), (-4.60, 0.00, 9.00), Ground
(-5.76, 1.59, 8.15), (-5.37, 0.99, 8.36), Model ship
(-5.76, 1.59, 8.15), (-5.37, 0.99, 8.33), Model ship
(-5.76, 1.59, 8.14), (-5.36, 0.99, 8.30), Model ship
(-5.76, 1.59, 8.13), (-5.36, 0.99, 8.25), Model ship
(-5.77, 1.59, 8.10), (-5.35, 0.99, 8.15), Model ship
(-5.78, 1.59, 8.06), (-5.35, 0.99, 8.01), Model ship
(-5.79, 1.60, 8.06), (-5.35, 0.99, 7.95), Model ship
(-5.80, 1.60, 8.04), (-5.32, 0.99, 7.96), Model ship
(-5.81, 1.60, 8.04), (-5.33, 0.99, 7.97), Model ship
(-5.82, 1.62, 8.04), (-5.22, 0.99, 7.89), Model ship
(-5.84, 1.62, 8.01), (-5.29, 0.99, 7.68), Model ship
(-5.85, 1.62, 8.01), (-5.28, 0.99, 7.65), Model ship
(-5.86, 1.62, 8.00), (-5.34, 0.99, 7.53), Model ship
(-5.88, 1.63, 8.02), (-5.26, 0.99, 7.57), Model ship
(-6.08, 1.60, 7.69), (-5.68, 0.99, 7.34), Model ship
(-6.09, 1.61, 7.40), (-5.53, 0.99, 7.20), Model ship
(-6.02, 1.60, 7.06), (-5.49, 0.99, 7.02), Model ship
(-6.00, 1.60, 6.96), (-5.49, 0.99, 6.96), Model ship
(-6.00, 1.60, 6.95), (-5.50, 0.99, 6.88), Model ship
(-6.01, 1.61, 6.91), (-5.47, 0.99, 6.65), Model ship
(-6.02, 1.61, 6.91), (-5.47, 0.99, 6.68), Model ship
(-6.01, 1.61, 6.90), (-5.48, 0.99, 6.67), Model ship
(-6.01, 1.61, 6.91), (-5.48, 0.99, 6.67), Model ship
(-6.00, 1.60, 6.91), (-5.49, 0.99, 6.70), Model ship
(-6.00, 1.61, 6.92), (-5.45, 0.99, 6.75), Model ship
(-6.00, 1.65, 7.00), (-5.06, 0.99, 7.33), Model ship
(-6.19, 1.73, 7.04), (-5.79, 1.32, 9.74), left wall
(-6.37, 1.73, 7.39), (-5.80, 1.31, 9.74), left wall
(-6.41, 1.71, 7.83), (-5.79, 1.11, 9.74), left wall
(-6.37, 1.68, 8.26), (-5.62, 0.85, 9.74), left wall
(-6.30, 1.67, 8.52), (-5.40, 0.67, 9.74), left wall
(-6.14, 1.65, 7.99), (-5.28, 0.99, 8.00), Model ship
(-6.14, 1.63, 7.46), (-5.47, 0.99, 7.17), Model ship
(-5.92, 1.60, 7.07), (-5.40, 0.99, 6.94), Model ship
(-5.81, 1.59, 6.97), (-5.36, 0.99, 6.85), Model ship
(-5.84, 1.59, 6.94), (-5.41, 0.99, 6.76), Model ship
(-5.85, 1.59, 6.94), (-5.41, 0.99, 6.76), Model ship
(-5.85, 1.59, 6.96), (-5.40, 0.99, 6.82), Model ship
(-5.85, 1.60, 6.98), (-5.39, 0.99, 6.88), Model ship
(-5.85, 1.60, 7.02), (-5.33, 0.99, 7.01), Model ship
(-5.86, 1.62, 7.07), (-5.27, 0.99, 7.19), Model ship
(-5.87, 1.62, 7.09), (-5.30, 0.99, 7.27), Model ship
(-5.89, 1.61, 7.12), (-5.37, 0.99, 7.38), Model ship
(-6.06, 1.61, 7.33), (-5.60, 0.99, 7.69), Model ship
(-6.05, 1.64, 7.34), (-5.40, 0.99, 7.85), Model ship
(-6.14, 1.65, 7.43), (-5.44, 0.99, 8.11), Model ship
(-6.02, 1.64, 7.72), (-5.32, 0.99, 8.05), Model ship
